chip_stem,region,sza_bin,ic_frac,n_polys_prod,n_polys_le_1px,n_polys_le_2px,n_polys_prod_kept,area_m2_prod_kept,n_polys_open,n_polys_open_kept,area_m2_open_kept
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c8704,SK,sza_65_70,0.0045166015625,10,0,0,10,29600.0,7,7,23200.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r4864_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c0000,SK,sza_65_70,0.0015716552734375,1,0,0,1,10300.0,1,1,10100.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c0768,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c1024,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c10496,SK,sza_65_70,0.134185791015625,18,6,6,18,879400.0,10,10,869100.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c1280,SK,sza_65_70,0.0003662109375,4,0,1,4,2400.0,2,2,1300.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c1536,SK,sza_65_70,0.0263214111328125,18,5,12,18,172500.0,5,5,163800.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c7168,SK,sza_65_70,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c9216,SK,sza_65_70,0.003692626953125,1,0,0,1,24200.0,1,1,23600.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5120_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c0000,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c0768,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c1024,SK,sza_65_70,0.0023345947265625,3,1,1,3,15300.0,2,2,14600.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c10240,SK,sza_65_70,0.0030059814453125,5,0,0,5,19700.0,2,2,17700.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c10496,SK,sza_65_70,0.0237579345703125,23,6,7,23,155700.0,13,13,146400.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c1280,SK,sza_65_70,0.0003509521484375,4,0,0,4,2300.0,2,2,1000.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c1536,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c1792,SK,sza_65_70,0.0007781982421875,9,5,5,9,5100.0,1,1,2300.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c9728,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5376_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c0000,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c0768,SK,sza_65_70,0.00042724609375,1,0,0,1,2800.0,1,1,2700.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c1024,SK,sza_65_70,0.00018310546875,3,1,1,3,1200.0,1,1,500.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c10240,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c10496,SK,sza_65_70,0.0043792724609375,2,0,0,2,28700.0,2,2,27600.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c1280,SK,sza_65_70,0.000335693359375,10,6,7,10,2200.0,1,1,500.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c1536,SK,sza_65_70,0.002593994140625,7,3,5,7,17000.0,1,1,14300.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c5120,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c5376,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c5632,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c5888,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c6144,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c6400,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c6656,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c6912,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c7168,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c7424,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c7680,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c7936,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c8192,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c8448,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c8704,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c8960,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c9216,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c9472,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c9728,SK,sza_65_70,0.0021820068359375,2,0,0,2,14300.0,1,1,12400.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5632_c9984,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c0000,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c0256,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c0512,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c0768,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c1024,SK,sza_65_70,3.0517578125e-05,1,0,1,1,200.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c10240,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c10496,SK,sza_65_70,0.010711669921875,15,3,3,15,70200.0,10,10,66100.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c1280,SK,sza_65_70,0.0001678466796875,4,2,2,4,1100.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c1536,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c1792,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c2048,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c2304,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c2560,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c2816,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c3072,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c3328,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c3584,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c3840,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c4096,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c4352,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c4608,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20181001T142141_N0500_R096_T24WWT_20230619T094106_r5888_c4864,SK,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
