chip_stem,region,sza_bin,ic_frac,n_polys_prod,n_polys_le_1px,n_polys_le_2px,n_polys_prod_kept,area_m2_prod_kept,n_polys_open,n_polys_open_kept,area_m2_open_kept
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c1536,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c5888,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c6912,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c7680,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c8960,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c0000,SK,sza_gt75,0.0001373291015625,3,0,2,3,900.0,1,1,500.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c0256,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c0512,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c1024,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c1536,SK,sza_gt75,0.004302978515625,2,1,1,2,28200.0,1,1,28100.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c5888,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c6912,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c7680,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c8960,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c0000,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c0256,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c0512,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c1024,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c1536,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c4608,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c5888,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c6912,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c7680,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c8960,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6144_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c0000,SK,sza_gt75,9.1552734375e-05,4,3,3,4,600.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c0256,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c0512,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c0768,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c1024,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c1536,SK,sza_gt75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c2560,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c2816,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c3072,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c3328,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c3584,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c3840,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c4096,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c4352,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c4608,SK,sza_gt75,4.57763671875e-05,1,0,0,1,300.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c4864,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c5120,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c5376,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c5632,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c5888,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c6144,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c6400,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c6656,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c6912,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c7168,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c7424,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c7680,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c7936,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c8192,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c8448,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c8704,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c8960,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c9216,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c9472,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c9728,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6400_c9984,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c0000,SK,sza_gt75,0.00030517578125,9,3,5,9,2000.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c0256,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c0512,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c0768,SK,sza_gt75,0.0013275146484375,2,0,0,2,8700.0,3,3,8200.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c1024,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c10240,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c10496,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c1280,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c1536,SK,sza_gt75,0.0123443603515625,15,4,6,15,80900.0,2,2,74600.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c1792,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c2048,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6656_c2304,SK,sza_gt75,0.0,0,0,0,0,0.0,0,0,0.0
