epoch,train_loss,val_loss,train_iou,val_iou,lr
40,0.600283,2.062688,0.686482,0.220530,6.58e-05
41,0.557723,2.048711,0.673825,0.222255,6.43e-05
42,0.562113,1.980619,0.709218,0.227867,6.28e-05
43,0.566325,1.960047,0.697771,0.222468,6.13e-05
44,0.541136,1.992139,0.691199,0.228317,5.98e-05
45,0.515440,1.982487,0.723280,0.227069,5.82e-05
46,0.516375,2.029167,0.713308,0.219311,5.67e-05
47,0.514643,2.021580,0.724937,0.222763,5.52e-05
48,0.571112,2.031241,0.671064,0.218787,5.36e-05
49,0.526232,2.037962,0.718426,0.228450,5.21e-05
50,0.516615,1.936951,0.718120,0.224621,5.05e-05
51,0.493888,2.053462,0.706466,0.225127,4.89e-05
52,0.523842,2.115504,0.726563,0.226651,4.74e-05
53,0.492013,2.019196,0.713817,0.222237,4.58e-05
54,0.513438,2.003972,0.713673,0.228066,4.43e-05
55,0.499941,2.036021,0.727160,0.225978,4.28e-05
56,0.502017,2.113218,0.716128,0.226273,4.12e-05
57,0.532210,2.005213,0.714477,0.233135,3.97e-05
58,0.468577,1.957269,0.736758,0.228709,3.82e-05
59,0.475606,2.067283,0.737164,0.229565,3.67e-05
60,0.473189,2.124008,0.735639,0.224662,3.52e-05
61,0.475020,2.029152,0.726772,0.222944,3.37e-05
62,0.504585,2.158386,0.719390,0.228797,3.23e-05
63,0.450446,2.197230,0.765027,0.222530,3.08e-05
64,0.447205,2.075911,0.735389,0.227695,2.94e-05
65,0.499380,2.059008,0.717469,0.228910,2.80e-05
66,0.436222,2.111424,0.760603,0.228728,2.67e-05
67,0.455162,2.136217,0.739925,0.226959,2.53e-05
68,0.443646,2.122576,0.757521,0.229673,2.40e-05
69,0.437909,2.134416,0.753054,0.226259,2.27e-05
70,0.426871,2.076429,0.760458,0.228590,2.14e-05
71,0.445502,2.092148,0.743297,0.229708,2.02e-05
72,0.433969,2.129817,0.759402,0.229461,1.89e-05
73,0.422556,2.119176,0.759384,0.229449,1.78e-05
74,0.502144,2.162725,0.705349,0.229480,1.66e-05
75,0.443287,2.132083,0.752787,0.231946,1.55e-05
76,0.449347,2.124905,0.742886,0.231032,1.44e-05
77,0.435220,2.110888,0.751190,0.232488,1.34e-05
78,0.460184,2.121570,0.732418,0.230660,1.24e-05
79,0.437457,2.090971,0.753550,0.231115,1.14e-05
80,0.470732,2.114115,0.719588,0.231648,1.05e-05
81,0.418418,2.132683,0.760441,0.230857,9.56e-06
82,0.429956,2.117576,0.759021,0.229870,8.71e-06
83,0.462234,2.106015,0.738033,0.230741,7.89e-06
84,0.410990,2.127618,0.768730,0.230524,7.12e-06
85,0.425490,2.137459,0.759725,0.230100,6.40e-06
86,0.446951,2.114340,0.752031,0.231182,5.71e-06
87,0.476387,2.082058,0.738918,0.232080,5.07e-06
88,0.434192,2.121216,0.758060,0.229464,4.48e-06
89,0.448846,2.098958,0.739841,0.229689,3.93e-06
90,0.434176,2.095842,0.757940,0.229649,3.42e-06
91,0.442380,2.104729,0.758128,0.229855,2.97e-06
92,0.440838,2.120340,0.740725,0.229757,2.56e-06
93,0.463165,2.129889,0.725331,0.229480,2.19e-06
94,0.431428,2.097268,0.764782,0.230453,1.88e-06
95,0.449577,2.079666,0.761389,0.231270,1.61e-06
96,0.425894,2.099661,0.748986,0.230707,1.39e-06
97,0.424367,2.113690,0.759174,0.230297,1.22e-06
98,0.412808,2.104930,0.764523,0.230822,1.10e-06
99,0.456883,2.103019,0.728531,0.230240,1.02e-06
100,0.421938,2.115397,0.751698,0.229570,1.00e-06

test_loss,1.725144
test_iou,0.319924
