chip_stem,sza_bin,radius_px,n_recovered,total_recovered_m2,max_area_m2,median_area_m2,has_base_mask
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1536,sza_70_75,20,5,80900.0,40500.0,6700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,sza_70_75,5,3,44500.0,35900.0,6600.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,sza_70_75,10,2,51000.0,43100.0,25500.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,sza_70_75,15,2,53100.0,45100.0,26550.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,sza_70_75,20,2,54700.0,46700.0,27350.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,sza_70_75,5,3,36900.0,28700.0,4600.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,sza_70_75,10,3,43800.0,35500.0,4700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,sza_70_75,15,3,44400.0,36100.0,4700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,sza_70_75,20,3,44700.0,36400.0,4700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,sza_70_75,5,1,26600.0,26600.0,26600.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,sza_70_75,10,1,31700.0,31700.0,31700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,sza_70_75,15,1,32100.0,32100.0,32100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,sza_70_75,20,1,32100.0,32100.0,32100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,sza_70_75,5,1,10900.0,10900.0,10900.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,sza_70_75,10,1,11100.0,11100.0,11100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,sza_70_75,15,1,11100.0,11100.0,11100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,sza_70_75,20,1,11100.0,11100.0,11100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,sza_70_75,5,21,146100.0,48800.0,2500.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,sza_70_75,10,21,224200.0,146000.0,2200.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,sza_70_75,15,22,281000.0,166600.0,2200.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,sza_70_75,20,22,334700.0,193000.0,2200.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6656,sza_70_75,5,1,21600.0,21600.0,21600.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6656,sza_70_75,10,1,24100.0,24100.0,24100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6656,sza_70_75,15,1,24800.0,24800.0,24800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6656,sza_70_75,20,1,24900.0,24900.0,24900.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7168_c7168,sza_70_75,5,1,22600.0,22600.0,22600.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7168_c7168,sza_70_75,10,3,34300.0,28400.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7168_c7168,sza_70_75,15,2,42400.0,29100.0,21200.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7168_c7168,sza_70_75,20,2,43500.0,29100.0,21750.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,sza_70_75,5,30,121300.0,33300.0,2350.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,sza_70_75,10,33,274200.0,41300.0,4700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,sza_70_75,15,42,344900.0,46100.0,2750.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,sza_70_75,20,40,386900.0,77000.0,2600.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,sza_70_75,5,1,3000.0,3000.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,sza_70_75,10,1,3000.0,3000.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,sza_70_75,15,1,3000.0,3000.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,sza_70_75,20,1,3100.0,3100.0,3100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,sza_70_75,5,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,sza_70_75,10,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,sza_70_75,15,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,sza_70_75,20,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,sza_70_75,5,3,7800.0,2800.0,2700.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,sza_70_75,10,3,7900.0,2800.0,2800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,sza_70_75,15,3,8000.0,2800.0,2800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,sza_70_75,20,3,8100.0,2800.0,2800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,sza_70_75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,sza_70_75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,sza_70_75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c9728,sza_70_75,5,1,6300.0,6300.0,6300.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c9728,sza_70_75,10,1,6800.0,6800.0,6800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c9728,sza_70_75,15,1,6800.0,6800.0,6800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c9728,sza_70_75,20,1,6800.0,6800.0,6800.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,sza_70_75,5,3,23200.0,18100.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,sza_70_75,10,3,24700.0,19600.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,sza_70_75,15,3,25200.0,20100.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,sza_70_75,20,3,25700.0,20600.0,3000.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,sza_70_75,5,3,7400.0,3500.0,2300.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,sza_70_75,10,3,7400.0,3500.0,2300.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,sza_70_75,15,3,7400.0,3500.0,2300.0,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,sza_70_75,20,3,7400.0,3500.0,2300.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,sza_70_75,5,16,54400.0,13400.0,2600.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,sza_70_75,10,15,84100.0,34000.0,2500.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,sza_70_75,15,18,96400.0,36500.0,2500.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,sza_70_75,20,16,112900.0,59900.0,2700.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0512_c10496,sza_70_75,5,13,129400.0,42100.0,3400.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0512_c10496,sza_70_75,10,11,148000.0,61000.0,3500.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0512_c10496,sza_70_75,15,11,150800.0,62800.0,3700.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0512_c10496,sza_70_75,20,11,152500.0,63400.0,3900.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,sza_70_75,5,9,39700.0,8600.0,4400.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,sza_70_75,10,9,76600.0,29800.0,5400.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,sza_70_75,15,11,103300.0,33500.0,4000.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,sza_70_75,20,12,119100.0,33900.0,3550.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0512_c0768,sza_70_75,5,3,9000.0,3800.0,2800.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0512_c0768,sza_70_75,10,5,27700.0,16400.0,3100.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0512_c0768,sza_70_75,15,5,28800.0,17500.0,3100.0,True
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0512_c0768,sza_70_75,20,6,30700.0,17500.0,2800.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c7168,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c7168,sza_70_75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c7168,sza_70_75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c7168,sza_70_75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c1280,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c1280,sza_70_75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c1280,sza_70_75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c1280,sza_70_75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,sza_70_75,5,71,198100.0,8100.0,2200.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,sza_70_75,10,95,345500.0,13600.0,2700.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,sza_70_75,15,92,409300.0,32400.0,2900.0,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,sza_70_75,20,98,443500.0,37500.0,2900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,sza_70_75,5,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,sza_70_75,10,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,sza_70_75,15,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,sza_70_75,20,1,2100.0,2100.0,2100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0512_c6144,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0512_c6144,sza_70_75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0512_c6144,sza_70_75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0512_c6144,sza_70_75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c6400,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c6400,sza_70_75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c6400,sza_70_75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c6400,sza_70_75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c2816,sza_70_75,5,4,56900.0,37400.0,8600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c2816,sza_70_75,10,3,77900.0,71400.0,3900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c2816,sza_70_75,15,3,80400.0,73700.0,4100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c2816,sza_70_75,20,3,82500.0,75800.0,4100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,sza_70_75,5,10,221800.0,104800.0,3500.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,sza_70_75,10,6,343900.0,258800.0,4600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,sza_70_75,15,5,375200.0,292100.0,3400.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,sza_70_75,20,4,398100.0,317300.0,39500.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,sza_70_75,5,17,719200.0,464000.0,7500.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,sza_70_75,10,10,961500.0,588800.0,10650.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,sza_70_75,15,11,1048100.0,640500.0,8900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,sza_70_75,20,10,1077000.0,654300.0,11350.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,sza_70_75,5,14,247800.0,89300.0,3950.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,sza_70_75,10,12,293400.0,108000.0,3650.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,sza_70_75,15,11,303800.0,112000.0,3600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,sza_70_75,20,11,307800.0,115100.0,3600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,sza_70_75,5,27,135700.0,24700.0,3100.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,sza_70_75,10,30,191600.0,49800.0,2300.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,sza_70_75,15,35,224600.0,65800.0,2300.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,sza_70_75,20,34,236300.0,73500.0,2350.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,sza_70_75,5,79,630200.0,145600.0,3500.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,sza_70_75,10,69,971900.0,226700.0,3900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,sza_70_75,15,62,1128400.0,279400.0,4500.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,sza_70_75,20,60,1173600.0,313600.0,4400.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,sza_70_75,10,1,1900.0,1900.0,1900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,sza_70_75,15,1,1900.0,1900.0,1900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,sza_70_75,20,1,1900.0,1900.0,1900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,sza_70_75,5,48,595000.0,283100.0,2850.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,sza_70_75,10,40,975800.0,622400.0,2450.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,sza_70_75,15,36,1177400.0,998700.0,2450.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,sza_70_75,20,36,1324500.0,1068100.0,2450.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,sza_70_75,5,10,171600.0,54900.0,13000.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,sza_70_75,10,12,224300.0,81100.0,14950.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,sza_70_75,15,12,236800.0,89500.0,15250.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,sza_70_75,20,12,246300.0,97300.0,15350.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,sza_70_75,10,1,1700.0,1700.0,1700.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,sza_70_75,15,1,1700.0,1700.0,1700.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,sza_70_75,20,1,1700.0,1700.0,1700.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,sza_70_75,5,1,1600.0,1600.0,1600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,sza_70_75,10,1,1900.0,1900.0,1900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,sza_70_75,15,1,1900.0,1900.0,1900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,sza_70_75,20,1,1900.0,1900.0,1900.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,sza_70_75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,sza_70_75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,sza_70_75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,sza_70_75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8960_c5632,sza_70_75,5,1,1600.0,1600.0,1600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8960_c5632,sza_70_75,10,1,1600.0,1600.0,1600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8960_c5632,sza_70_75,15,1,1600.0,1600.0,1600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8960_c5632,sza_70_75,20,1,1600.0,1600.0,1600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9728_c4352,sza_70_75,5,1,119000.0,119000.0,119000.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9728_c4352,sza_70_75,10,1,137200.0,137200.0,137200.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9728_c4352,sza_70_75,15,1,144200.0,144200.0,144200.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9728_c4352,sza_70_75,20,1,148300.0,148300.0,148300.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,sza_70_75,5,2,7500.0,4400.0,3750.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,sza_70_75,10,2,7900.0,4800.0,3950.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,sza_70_75,15,2,8000.0,4900.0,4000.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,sza_70_75,20,2,8000.0,4900.0,4000.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,sza_70_75,5,12,182800.0,124900.0,3750.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,sza_70_75,10,8,276100.0,212400.0,11500.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,sza_70_75,15,4,311600.0,271400.0,15800.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,sza_70_75,20,3,318700.0,293900.0,16200.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,sza_70_75,5,181,885800.0,38200.0,2800.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,sza_70_75,10,122,1734100.0,925400.0,2900.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,sza_70_75,15,93,2149100.0,1364600.0,3200.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,sza_70_75,20,91,2304400.0,1454700.0,3000.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,sza_70_75,5,206,1090600.0,49600.0,3250.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,sza_70_75,10,86,2088300.0,404500.0,4450.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,sza_70_75,15,68,2554000.0,691000.0,3750.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,sza_70_75,20,61,2785300.0,1631400.0,3300.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,sza_70_75,5,256,1010800.0,37600.0,2700.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,sza_70_75,10,120,2468000.0,844400.0,4050.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,sza_70_75,15,49,3051700.0,2476700.0,4700.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,sza_70_75,20,38,3305700.0,2703400.0,4650.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,sza_70_75,5,237,1230400.0,35800.0,3000.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,sza_70_75,10,105,2645600.0,1876200.0,3300.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,sza_70_75,15,64,3128800.0,2643300.0,4100.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,sza_70_75,20,53,3426200.0,2977700.0,2600.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,sza_70_75,5,146,793100.0,44600.0,3300.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,sza_70_75,10,99,1472200.0,154600.0,4600.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,sza_70_75,15,77,1816100.0,492100.0,3700.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,sza_70_75,20,76,1983700.0,548800.0,3400.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,sza_70_75,5,20,312300.0,183200.0,5350.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,sza_70_75,10,11,510300.0,328300.0,9700.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,sza_70_75,15,6,618700.0,391500.0,40250.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,sza_70_75,20,6,669600.0,434000.0,43750.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,sza_gt75,5,2,5000.0,2700.0,2500.0,True
