epoch,train_loss,val_loss,train_iou,val_iou,lr
65,0.601397,2.130777,0.636645,0.224433,2.80e-05
66,0.580479,2.109531,0.666763,0.223142,2.67e-05
67,0.552051,2.026346,0.693498,0.221867,2.53e-05
68,0.552593,1.959938,0.697553,0.222755,2.40e-05
69,0.634544,1.919364,0.664731,0.225034,2.27e-05
70,0.585565,2.027259,0.645390,0.221147,2.14e-05
71,0.634382,2.052181,0.623716,0.224681,2.02e-05
72,0.541589,1.968559,0.708427,0.229475,1.89e-05
73,0.597536,2.082359,0.668957,0.221094,1.78e-05
74,0.531443,2.036732,0.690251,0.221549,1.66e-05
75,0.687687,2.132119,0.554452,0.222566,1.55e-05
76,0.547488,2.082639,0.705918,0.224963,1.44e-05
77,0.563601,2.070676,0.671618,0.223312,1.34e-05
78,0.564340,2.064167,0.686907,0.222249,1.24e-05
79,0.528829,2.005108,0.684592,0.222409,1.14e-05
80,0.588124,1.979944,0.671113,0.224658,1.05e-05
81,0.632575,2.065860,0.632030,0.224084,9.56e-06
82,0.556247,2.017245,0.684492,0.226289,8.71e-06
83,0.528602,1.981922,0.695841,0.227495,7.89e-06
84,0.526297,1.976064,0.707649,0.227734,7.12e-06
85,0.612406,2.093770,0.658603,0.225825,6.40e-06
86,0.560008,2.116547,0.670921,0.225101,5.71e-06
87,0.541598,2.070855,0.706361,0.225896,5.07e-06
88,0.538126,2.109111,0.706820,0.224732,4.48e-06
89,0.523168,2.089979,0.696933,0.223726,3.93e-06
90,0.523303,2.044708,0.710744,0.225182,3.42e-06
91,0.565614,2.046732,0.692662,0.224493,2.97e-06
92,0.553088,1.999807,0.704729,0.225594,2.56e-06
93,0.532402,1.984483,0.697580,0.225440,2.19e-06
94,0.615497,1.943859,0.697130,0.226813,1.88e-06
95,0.549939,1.965265,0.679257,0.225950,1.61e-06
96,0.558747,2.039852,0.688467,0.224765,1.39e-06
97,0.521627,2.024084,0.708108,0.225145,1.22e-06
98,0.567387,2.062149,0.672109,0.224243,1.10e-06
99,0.528374,2.065388,0.691985,0.224548,1.02e-06
100,0.607348,2.117382,0.650149,0.224336,1.00e-06

test_loss,1.718587
test_iou,0.311815
