chip_stem,region,sza_bin,raw_otsu,log_otsu,raw_iceberg_frac,log_iceberg_frac,delta_thresh,delta_iceberg_frac
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c0256,KQ,sza_lt65,0.21780116856098175,0.0011034418999751852,0.9136199951171875,0.9311065673828125,-0.21669772666100656,0.017486572265625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c0512,KQ,sza_lt65,0.5351419448852539,0.5307567274345022,0.624481201171875,0.657684326171875,-0.0043852174507517105,0.033203125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c0768,KQ,sza_lt65,0.5747595429420471,0.5742151512594523,0.51715087890625,0.5238800048828125,-0.0005443916825947914,0.0067291259765625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1024,KQ,sza_lt65,0.5120800733566284,0.5082914260870515,0.61834716796875,0.6220855712890625,-0.00378864726957695,0.0037384033203125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1280,KQ,sza_lt65,0.5082775354385376,0.5059456344353916,0.5699920654296875,0.57171630859375,-0.002331901003145953,0.0017242431640625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1536,KQ,sza_lt65,0.43986836075782776,0.43611107021649687,0.4171905517578125,0.4239044189453125,-0.0037572905413308932,0.0067138671875
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1792,KQ,sza_lt65,0.3060142397880554,0.3028823396143779,0.3724822998046875,0.3896484375,-0.0031319001736775376,0.0171661376953125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c2048,KQ,sza_lt65,0.27764764428138733,0.2709338742290515,0.1779632568359375,0.201416015625,-0.00671377005233581,0.0234527587890625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c0512,KQ,sza_lt65,0.0014416015474125743,0.0010805058349004854,0.9530792236328125,0.9530792236328125,-0.0003610957125120889,0.0
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c0768,KQ,sza_lt65,0.48823437094688416,0.47953160879744844,0.84326171875,0.8513031005859375,-0.008702762149435717,0.0080413818359375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1024,KQ,sza_lt65,0.5514802932739258,0.547142040154593,0.80706787109375,0.81890869140625,-0.00433825311933278,0.0118408203125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1280,KQ,sza_lt65,0.5210724472999573,0.5167244316081824,0.6622772216796875,0.682037353515625,-0.004348015691774898,0.0197601318359375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1536,KQ,sza_lt65,0.4017871022224426,0.39863084865539694,0.7637481689453125,0.772369384765625,-0.003156253567045686,0.0086212158203125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1792,KQ,sza_lt65,0.353538453578949,0.34858400761109043,0.3201904296875,0.328765869140625,-0.004954445967858545,0.008575439453125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c2048,KQ,sza_lt65,0.3217812478542328,0.30891410417725235,0.11590576171875,0.155303955078125,-0.012867143676980441,0.039398193359375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c2304,KQ,sza_lt65,0.00155507808085531,0.0011448253919939164,0.7538299560546875,0.7538299560546875,-0.00041025268886139355,0.0
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c0768,KQ,sza_lt65,0.001625976525247097,0.0011839661013305666,0.779571533203125,0.779571533203125,-0.0004420104239165304,0.0
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1024,KQ,sza_lt65,0.40834179520606995,0.39968222519029606,0.6259918212890625,0.6316070556640625,-0.008659570015773888,0.005615234375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1280,KQ,sza_lt65,0.36177870631217957,0.3569981635124211,0.655059814453125,0.676788330078125,-0.00478054279975848,0.021728515625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1536,KQ,sza_lt65,0.3134017586708069,0.30787854951447646,0.2339324951171875,0.243133544921875,-0.005523209156330422,0.0092010498046875
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1792,KQ,sza_lt65,0.3384392261505127,0.3325907494049713,0.35174560546875,0.368194580078125,-0.005848476745541398,0.016448974609375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c2048,KQ,sza_lt65,0.2586933374404907,0.25542868209935143,0.2274169921875,0.242950439453125,-0.0032646553411392887,0.015533447265625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c2304,KQ,sza_lt65,0.001326367142610252,0.0010129568721422232,0.919952392578125,0.919952392578125,-0.0003134102704680287,0.0
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1280,KQ,sza_lt65,0.27516114711761475,0.2711925750592445,0.6553955078125,0.6778717041015625,-0.003968572058370257,0.0224761962890625
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1536,KQ,sza_lt65,0.25941580533981323,0.25348773107315814,0.1156463623046875,0.1414031982421875,-0.005928074266655092,0.0257568359375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1792,KQ,sza_lt65,0.2798798680305481,0.2616573285509982,0.1445159912109375,0.2161102294921875,-0.018222539479549882,0.07159423828125
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c2048,KQ,sza_lt65,0.3833712637424469,0.3663898481339699,0.0540313720703125,0.0598907470703125,-0.01698141560847699,0.005859375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c2304,KQ,sza_lt65,0.29137736558914185,0.2839051304405456,0.0694580078125,0.078094482421875,-0.00747223514859624,0.008636474609375
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c3072,KQ,sza_lt65,0.0020630857907235622,0.0014094196979014323,0.833587646484375,0.833587646484375,-0.00065366609282213,0.0
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c10240,KQ,sza_lt65,0.3128204941749573,0.2911332293153566,0.0043792724609375,0.0047607421875,-0.021687264859600652,0.0003814697265625
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c10496,KQ,sza_lt65,0.2891140580177307,0.28204047835001467,0.0013885498046875,0.001434326171875,-0.007073579667716046,4.57763671875e-05
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c9984,KQ,sza_lt65,0.33880624175071716,0.314245126220595,0.0046234130859375,0.004974365234375,-0.02456111553012219,0.0003509521484375
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c10240,KQ,sza_lt65,0.12392597645521164,0.12375477691434429,0.178741455078125,0.186004638671875,-0.0001711995408673478,0.00726318359375
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c10496,KQ,sza_lt65,0.22772088646888733,0.20928545879024307,0.000396728515625,0.0004119873046875,-0.018435427678644256,1.52587890625e-05
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c9984,KQ,sza_lt65,0.22026346623897552,0.2107665408649009,0.1125030517578125,0.130950927734375,-0.009496925374074622,0.0184478759765625
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c10240,KQ,sza_lt65,0.31953907012939453,0.2963079480233056,0.011871337890625,0.0125274658203125,-0.02323112210608891,0.0006561279296875
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c10496,KQ,sza_lt65,0.20357266068458557,0.20360130321669176,0.0004119873046875,0.0004119873046875,2.8642532106187835e-05,0.0
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c9984,KQ,sza_lt65,0.40549570322036743,0.17237979400278336,0.003936767578125,0.2119140625,-0.23311590921758407,0.207977294921875
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c10240,KQ,sza_lt65,0.0009960937313735485,0.0008053706773478502,0.90234375,0.90234375,-0.00019072305402569826,0.0
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c10496,KQ,sza_lt65,0.30431056022644043,0.001194294444811598,0.0084228515625,0.90234375,-0.3031162657816288,0.8939208984375
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c9984,KQ,sza_lt65,0.33369630575180054,0.0013317709761245752,0.007171630859375,0.90234375,-0.33236453477567596,0.895172119140625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c10240,KQ,sza_lt65,0.30222225189208984,0.2820950636650883,0.016387939453125,0.017547607421875,-0.020127188227001547,0.00115966796875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c10496,KQ,sza_lt65,0.1428908109664917,0.14264308620042643,0.2979888916015625,0.3035430908203125,-0.0002477247660652715,0.00555419921875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c9984,KQ,sza_lt65,0.1887296736240387,0.18501981407763907,0.17767333984375,0.199676513671875,-0.0037098595463996298,0.022003173828125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c10240,KQ,sza_lt65,0.2438974529504776,0.23835963904637544,0.003662109375,0.0037078857421875,-0.005537813904102157,4.57763671875e-05
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c10496,KQ,sza_lt65,0.12586230039596558,0.12578831217230718,0.3660430908203125,0.3862152099609375,-7.398822365839441e-05,0.020172119140625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c9984,KQ,sza_lt65,0.3085220456123352,0.29295932411352965,0.0124969482421875,0.013153076171875,-0.015562721498805554,0.0006561279296875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c10240,KQ,sza_lt65,0.31553027033805847,0.2901985409264116,0.0007781982421875,0.0008087158203125,-0.025331729411646853,3.0517578125e-05
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c10496,KQ,sza_lt65,0.3217589855194092,0.30270981830386573,0.0100555419921875,0.01031494140625,-0.01904916721554345,0.0002593994140625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c9984,KQ,sza_lt65,0.303952693939209,0.2874948728962843,0.01165771484375,0.0123138427734375,-0.016457821042924703,0.0006561279296875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c10240,KQ,sza_lt65,0.000613671843893826,0.0005338576085399105,0.90234375,0.90234375,-7.981423535391549e-05,0.0
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c10496,KQ,sza_lt65,0.0013349609216675162,0.0010180754723339513,0.90234375,0.90234375,-0.00031688544933356497,0.0
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c9984,KQ,sza_lt65,0.0014804686652496457,0.001102774370563484,0.90234375,0.90234375,-0.0003776942946861618,0.0
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c10240,KQ,sza_lt65,0.24386680126190186,0.23833313789643215,0.003662109375,0.0037078857421875,-0.005533663365469704,4.57763671875e-05
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c10496,KQ,sza_lt65,0.1263982355594635,0.12645184794184106,0.2679443359375,0.2544403076171875,5.3612382377554724e-05,-0.0135040283203125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c9984,KQ,sza_lt65,0.2959638833999634,0.28422150915413025,0.0080413818359375,0.008270263671875,-0.011742374245833131,0.0002288818359375
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c10240,KQ,sza_lt65,0.3151894211769104,0.29198716936884406,0.0007781982421875,0.00079345703125,-0.023202251808066343,1.52587890625e-05
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c10496,KQ,sza_lt65,0.3217589855194092,0.30270981830386573,0.0100555419921875,0.01031494140625,-0.01904916721554345,0.0002593994140625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c9984,KQ,sza_lt65,0.30968788266181946,0.2902520302284119,0.0162353515625,0.0172119140625,-0.019435852433407563,0.0009765625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8448_c10496,KQ,sza_lt65,0.3264029026031494,0.29997840175645546,0.65032958984375,0.6860198974609375,-0.026424500846693955,0.0356903076171875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8704_c10240,KQ,sza_lt65,0.001876757713034749,0.0013164641217673872,0.78662109375,0.78662109375,-0.0005602935912673618,0.0
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8704_c10496,KQ,sza_lt65,0.46174493432044983,0.4310642171165701,0.24603271484375,0.291229248046875,-0.030680717203879715,0.045196533203125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8960_c10240,KQ,sza_lt65,0.2844458818435669,0.2817964119366755,0.3389434814453125,0.344970703125,-0.0026494699068914107,0.0060272216796875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8960_c10496,KQ,sza_lt65,0.2453179806470871,0.24249287214303736,0.08880615234375,0.09161376953125,-0.0028251085040497392,0.0028076171875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c10240,KQ,sza_lt65,0.27655643224716187,0.27152015880714453,0.0637359619140625,0.07489013671875,-0.005036273440017336,0.0111541748046875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c10496,KQ,sza_lt65,0.22409667074680328,0.22046429863037265,0.063507080078125,0.0706024169921875,-0.0036323721164306377,0.0070953369140625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c9984,KQ,sza_lt65,0.22575819492340088,0.22283426628189695,0.2439727783203125,0.262451171875,-0.0029239286415039256,0.0184783935546875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c10240,KQ,sza_lt65,0.2995683252811432,0.2870617153456708,0.0348052978515625,0.037994384765625,-0.012506609935472368,0.0031890869140625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c10496,KQ,sza_lt65,0.24418672919273376,0.24181898910223965,0.21002197265625,0.2152557373046875,-0.0023677400904941193,0.0052337646484375
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c9984,KQ,sza_lt65,0.1892625093460083,0.18662012909648282,0.2589874267578125,0.2887725830078125,-0.0026423802495254833,0.02978515625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c10240,KQ,sza_lt65,0.23942069709300995,0.23214139653196672,0.1974945068359375,0.208740234375,-0.007279300561043228,0.0112457275390625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c10496,KQ,sza_lt65,0.2441515475511551,0.24047940369250936,0.076080322265625,0.0791778564453125,-0.0036721438586457267,0.0030975341796875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c9984,KQ,sza_lt65,0.1772894412279129,0.1768563924410173,0.388916015625,0.3942413330078125,-0.00043304878689559567,0.0053253173828125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c10240,KQ,sza_lt65,0.3000470697879791,0.2828488651681417,0.0176849365234375,0.0188140869140625,-0.0171982046198374,0.001129150390625
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c10496,KQ,sza_lt65,0.14457088708877563,0.14416492521154242,0.327178955078125,0.3350982666015625,-0.000405961877233213,0.0079193115234375
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c9984,KQ,sza_lt65,0.188706636428833,0.18500148724312865,0.1927337646484375,0.21612548828125,-0.0037051491857043595,0.0233917236328125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c2560,KQ,sza_lt65,0.5340263843536377,0.4454850100605655,0.121429443359375,0.13885498046875,-0.08854137429307218,0.017425537109375
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c2816,KQ,sza_lt65,0.6531925797462463,0.5650999194851202,0.1227264404296875,0.139984130859375,-0.08809266026112617,0.0172576904296875
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c3072,KQ,sza_lt65,0.22814510762691498,0.2231844399252767,0.1545867919921875,0.1617279052734375,-0.004960667701638277,0.00714111328125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c2560,KQ,sza_lt65,0.5843778848648071,0.5300797976238592,0.16656494140625,0.1803131103515625,-0.05429808724094798,0.0137481689453125
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c2816,KQ,sza_lt65,0.621695876121521,0.5557287436808173,0.0787811279296875,0.085357666015625,-0.06596713244070374,0.0065765380859375
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c3072,KQ,sza_lt65,0.2626953125,0.2512799383024591,0.047027587890625,0.0547027587890625,-0.011415374197540906,0.0076751708984375
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r9984_c3072,KQ,sza_lt65,0.19033867120742798,0.1821550106297181,0.39593505859375,0.4044342041015625,-0.00818366057770989,0.0084991455078125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c10240,KQ,sza_lt65,0.28645214438438416,0.2625318918845931,0.01092529296875,0.01287841796875,-0.023920252499791073,0.001953125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c10496,KQ,sza_lt65,0.12322030961513519,0.1233008946550578,0.062255859375,0.0603179931640625,8.058503992260102e-05,-0.0019378662109375
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c9984,KQ,sza_lt65,0.3027947247028351,0.28196406281012426,0.044891357421875,0.0500946044921875,-0.020830661892710822,0.0052032470703125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c10240,KQ,sza_lt65,0.12694843113422394,0.1267288523986505,0.0691680908203125,0.0721588134765625,-0.00021957873557343355,0.00299072265625
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c10496,KQ,sza_lt65,0.125380277633667,0.1253752084182828,0.029296875,0.029296875,-5.069215384179149e-06,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c9984,KQ,sza_lt65,0.32777130603790283,0.30079527771247,0.0153350830078125,0.0160064697265625,-0.026976028325432833,0.00067138671875
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c10240,KQ,sza_lt65,0.3002614974975586,0.2817061151173701,0.0170745849609375,0.01800537109375,-0.0185553823801885,0.0009307861328125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c10496,KQ,sza_lt65,0.2314724326133728,0.223972701566429,0.00048828125,0.000518798828125,-0.007499731046943792,3.0517578125e-05
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c9984,KQ,sza_lt65,0.30542129278182983,0.28732446434634945,0.0192413330078125,0.020355224609375,-0.018096828435480383,0.0011138916015625
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c10240,KQ,sza_lt65,0.2964249849319458,0.2727781522912207,0.04119873046875,0.045806884765625,-0.02364683264072509,0.004608154296875
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c10496,KQ,sza_lt65,0.2536005973815918,0.23416860031831543,0.03173828125,0.0365753173828125,-0.019431997063276363,0.0048370361328125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c9984,KQ,sza_lt65,0.266561895608902,0.24516351891047197,0.0313720703125,0.036376953125,-0.021398376698430005,0.0050048828125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c10240,KQ,sza_lt65,0.12776875495910645,0.12746058824585357,0.0673828125,0.07147216796875,-0.00030816671325287204,0.00408935546875
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c10496,KQ,sza_lt65,0.125380277633667,0.12512048514140606,0.030120849609375,0.0310211181640625,-0.00025979249226093515,0.0009002685546875
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c9984,KQ,sza_lt65,0.3277406096458435,0.3056918166743217,0.0150299072265625,0.01568603515625,-0.02204879297152179,0.0006561279296875
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c10240,KQ,sza_lt65,0.30254942178726196,0.2837943531131077,0.0148468017578125,0.015655517578125,-0.018755068674154274,0.0008087158203125
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c10496,KQ,sza_lt65,0.24002516269683838,0.23192227290588124,0.0004119873046875,0.00042724609375,-0.008102889790957135,1.52587890625e-05
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c9984,KQ,sza_lt65,0.30542129278182983,0.28732446434634945,0.018951416015625,0.0200042724609375,-0.018096828435480383,0.0010528564453125
